# 刀具直径(mm): 10.0
# 刀具材料: 硬质合金铝用铣刀
# 毛坯材料: AL6061
ap		 ae		 F		 N		 X		 Y		 Z		 s(行程)		 t(时间)		 dMRV		 MRR		 S(转速)		 K(扭矩系数)		 T(扭矩)		 P(功率)
1		4.2018		6500.0		N1840.8		1.1850		27.9970		-10.0000		2.491002		0.022994		4.201800		455.195000		6000.0		1.000000		455.195000		286007.453590
1		4.74315		6500.0		N1840.9		3.6670		27.7810		-10.0000		2.491381		0.022997		4.743150		513.841250		6000.0		1.000000		513.841250		322855.979222
1		4.7107		6500.0		N1840.10		6.1200		27.3470		-10.0000		2.491097		0.022995		4.710700		510.325833		6000.0		1.000000		510.325833		320647.177787
1		4.6918		6500.0		N1840.11		8.5250		26.6990		-10.0000		2.490769		0.022992		4.691800		508.278333		6000.0		1.000000		508.278333		319360.695596
1		4.7693		6500.0		N1840.12		10.8640		25.8420		-10.0000		2.491058		0.022994		4.769300		516.674167		6000.0		1.000000		516.674167		324635.953260
1		4.66133		6500.0		N1840.13		13.1190		24.7830		-10.0000		2.491286		0.022996		4.661330		504.977417		6000.0		1.000000		504.977417		317286.668486
1		4.79237		6500.0		N1840.14		15.2710		23.5290		-10.0000		2.490707		0.022991		4.792370		519.173417		6000.0		1.000000		519.173417		326206.278348
1		4.70103		6500.0		N1840.15		17.3050		22.0910		-10.0000		2.490984		0.022994		4.701030		509.278250		6000.0		1.000000		509.278250		319988.961767
1		4.672		6500.0		N1840.16		19.2050		20.4790		-10.0000		2.491695		0.023000		4.672000		506.133333		6000.0		1.000000		506.133333		318012.952347
1		4.28133		6500.0		N1840.17		20.9550		18.7060		-10.0000		2.491190		0.022996		4.281330		463.810750		6000.0		1.000000		463.810750		291420.888971
1		4.67258		6500.0		N1850.1		22.5630		16.7240		-10.0000		2.552252		0.023559		4.672580		506.196167		6000.0		1.000000		506.196167		318052.431695
1		4.65788		6500.0		N1850.2		23.9840		14.6050		-10.0000		2.551353		0.023551		4.657880		504.603667		6000.0		1.000000		504.603667		317051.834435
1		4.62004		6500.0		N1850.3		25.2070		12.3650		-10.0000		2.552122		0.023558		4.620040		500.504333		6000.0		1.000000		500.504333		314476.147338
1		4.71666		6500.0		N1850.4		26.2210		10.0240		-10.0000		2.551172		0.023549		4.716660		510.971500		6000.0		1.000000		510.971500		321052.862119
1		4.66852		6500.0		N1850.5		27.0200		7.6000		-10.0000		2.552289		0.023560		4.668520		505.756333		6000.0		1.000000		505.756333		317776.076261
1		4.74444		6500.0		N1850.6		27.5940		5.1140		-10.0000		2.551406		0.023551		4.744440		513.981000		6000.0		1.000000		513.981000		322943.786737
1		4.7672		6500.0		N1850.7		27.9410		2.5850		-10.0000		2.552695		0.023563		4.767200		516.446667		6000.0		1.000000		516.446667		324493.010794
1		4.26385		6500.0		N1850.8		28.0570		0.0360		-10.0000		2.551638		0.023554		4.263850		461.917083		6000.0		1.000000		461.917083		290231.063114
1		4.61831		6500.0		N1860.1		27.9410		-2.5080		-10.0000		2.546643		0.023507		4.618310		500.316917		6000.0		1.000000		500.316917		314358.389973
1		4.70238		6500.0		N1860.2		27.5960		-5.0310		-10.0000		2.546479		0.023506		4.702380		509.424500		6000.0		1.000000		509.424500		320080.853352
1		4.78811		6500.0		N1860.3		27.0240		-7.5130		-10.0000		2.547059		0.023511		4.788110		518.711917		6000.0		1.000000		518.711917		325916.309346
1		4.74738		6500.0		N1860.4		26.2290		-9.9320		-10.0000		2.546289		0.023504		4.747380		514.299500		6000.0		1.000000		514.299500		323143.906189
1		4.72573		6500.0		N1860.5		25.2180		-12.2700		-10.0000		2.547227		0.023513		4.725730		511.954083		6000.0		1.000000		511.954083		321670.237435
1		4.73997		6500.0		N1860.6		24.0000		-14.5060		-10.0000		2.546217		0.023504		4.739970		513.496750		6000.0		1.000000		513.496750		322639.523488
1		4.7494		6500.0		N1860.7		22.5840		-16.6230		-10.0000		2.546909		0.023510		4.749400		514.518333		6000.0		1.000000		514.518333		323281.403227
1		4.65174		6500.0		N1860.8		20.9820		-18.6030		-10.0000		2.546920		0.023510		4.651740		503.938500		6000.0		1.000000		503.938500		316633.897892
1		4.47614		6500.0		N1860.9		19.2080		-20.4300		-10.0000		2.546567		0.023507		4.476140		484.915167		6000.0		1.000000		484.915167		304681.185043
1		4.71713		6500.0		N1860.10		17.2750		-22.0880		-10.0000		2.546655		0.023508		4.717130		511.022417		6000.0		1.000000		511.022417		321084.854004
1		4.67682		6500.0		N1860.11		15.2000		-23.5650		-10.0000		2.546989		0.023511		4.676820		506.655500		6000.0		1.000000		506.655500		318341.039340
1		4.66564		6500.0		N1860.12		13.0000		-24.8470		-10.0000		2.546276		0.023504		4.665640		505.444333		6000.0		1.000000		505.444333		317580.040880
1		4.68989		6500.0		N1860.13		10.6930		-25.9260		-10.0000		2.546859		0.023509		4.689890		508.071417		6000.0		1.000000		508.071417		319230.686020
1		4.64019		6500.0		N1860.14		8.2980		-26.7900		-10.0000		2.546080		0.023502		4.640190		502.687250		6000.0		1.000000		502.687250		315847.714331
1		2.09386		6500.0		N1860.15		5.8340		-27.4350		-10.0000		2.547022		0.023511		2.093860		226.834833		6000.0		1.000000		226.834833		142524.529196
1		0.542619		6500.0		N1860.16		3.3220		-27.8530		-10.0000		2.546540		0.023507		0.542619		58.783725		6000.0		1.000000		58.783725		36934.903722
0.999996		0		6500.0		N1860.17		0.7820		-28.0430		-10.0000		2.547096		0.023512		0.000000		0.000000		6000.0		1.000000		0.000000		0.000000
1		7.38823		6500.0		N1870		0.6371		-23.0446		-10.0000		5.000500		0.062506		0.000000		0.000000		6000.0		0.000000		0.000000		0.000000
1		4.0047		6500.0		N1880.1		-1.5050		-23.0070		-10.0000		2.142430		0.019776		4.004700		433.842500		6000.0		1.000000		433.842500		272591.282163
1		4.60026		6500.0		N1880.2		-3.6350		-22.7720		-10.0000		2.142924		0.019781		4.600260		498.361500		6000.0		1.000000		498.361500		313129.765446
1		4.67514		6500.0		N1880.3		-5.7340		-22.3400		-10.0000		2.142994		0.019781		4.675140		506.473500		6000.0		1.000000		506.473500		318226.685368
1		4.62985		6500.0		N1880.4		-7.7840		-21.7150		-10.0000		2.143158		0.019783		4.629850		501.567083		6000.0		1.000000		501.567083		315143.892856
1		4.70886		6500.0		N1880.5		-9.7670		-20.9030		-10.0000		2.142810		0.019780		4.708860		510.126500		6000.0		1.000000		510.126500		320521.932960
1		4.65339		6500.0		N1880.6		-11.6660		-19.9100		-10.0000		2.142954		0.019781		4.653390		504.117250		6000.0		1.000000		504.117250		316746.209830
1		4.69658		6500.0		N1880.7		-13.4650		-18.7460		-10.0000		2.142731		0.019779		4.696580		508.796167		6000.0		1.000000		508.796167		319686.059875
1		4.58441		6500.0		N1880.8		-15.1480		-17.4200		-10.0000		2.142607		0.019778		4.584410		496.644417		6000.0		1.000000		496.644417		312050.890169
1		4.46951		6500.0		N1880.9		-16.7010		-15.9440		-10.0000		2.142518		0.019777		4.469510		484.196917		6000.0		1.000000		484.196917		304229.895258
1		4.57569		6500.0		N1880.10		-18.1110		-14.3300		-10.0000		2.143151		0.019783		4.575690		495.699750		6000.0		1.000000		495.699750		311457.338597
1		4.74312		6500.0		N1890.1		-19.3430		-12.5920		-10.0000		2.130368		0.019665		4.743120		513.838000		6000.0		1.000000		513.838000		322853.937187
1		4.62956		6500.0		N1890.2		-20.4120		-10.7490		-10.0000		2.130589		0.019667		4.629560		501.535667		6000.0		1.000000		501.535667		315124.153183
1		4.70951		6500.0		N1890.3		-21.3070		-8.8150		-10.0000		2.131052		0.019671		4.709510		510.196917		6000.0		1.000000		510.196917		320566.177057
1		4.6229		6500.0		N1890.4		-22.0210		-6.8080		-10.0000		2.130222		0.019664		4.622900		500.814167		6000.0		1.000000		500.814167		314670.821363
1		4.78684		6500.0		N1890.5		-22.5480		-4.7440		-10.0000		2.130217		0.019664		4.786840		518.574333		6000.0		1.000000		518.574333		325829.863188
1		4.50236		6500.0		N1890.6		-22.8850		-2.6400		-10.0000		2.130818		0.019669		4.502360		487.755667		6000.0		1.000000		487.755667		306465.923829
1		4.6093		6500.0		N1890.7		-23.0270		-0.5150		-10.0000		2.129739		0.019659		4.609300		499.340833		6000.0		1.000000		499.340833		313745.098727
1		4.58816		6500.0		N1890.8		-22.9740		1.6150		-10.0000		2.130659		0.019668		4.588160		497.050667		6000.0		1.000000		497.050667		312306.144572
1		4.58907		6500.0		N1890.9		-22.7270		3.7310		-10.0000		2.130367		0.019665		4.589070		497.149250		6000.0		1.000000		497.149250		312368.086308
1		4.68319		6500.0		N1890.10		-22.2870		5.8160		-10.0000		2.130921		0.019670		4.683190		507.345583		6000.0		1.000000		507.345583		318774.631486
1		4.61199		6500.0		N1890.11		-21.6580		7.8510		-10.0000		2.129992		0.019661		4.611990		499.632250		6000.0		1.000000		499.632250		313928.201219
1		4.67102		6500.0		N1890.12		-20.8450		9.8200		-10.0000		2.130242		0.019664		4.671020		506.027167		6000.0		1.000000		506.027167		317946.245863
1		4.53393		6500.0		N1890.13		-19.8550		11.7070		-10.0000		2.130931		0.019670		4.533930		491.175750		6000.0		1.000000		491.175750		308614.825564
1		4.63808		6500.0		N1890.14		-18.6970		13.4950		-10.0000		2.130237		0.019664		4.638080		502.458667		6000.0		1.000000		502.458667		315704.091187
1		4.65187		6500.0		N1890.15		-17.3800		15.1700		-10.0000		2.130754		0.019669		4.651870		503.952583		6000.0		1.000000		503.952583		316642.746712
1		4.45893		6500.0		N1890.16		-15.9160		16.7170		-10.0000		2.129907		0.019661		4.458930		483.050750		6000.0		1.000000		483.050750		303509.737502
1		4.65033		6500.0		N1890.17		-14.3150		18.1240		-10.0000		2.131396		0.019674		4.650330		503.785750		6000.0		1.000000		503.785750		316537.922237
1		4.60976		6500.0		N1900.1		-12.6450		19.3080		-10.0000		2.047134		0.018897		4.609760		499.390667		6000.0		1.000000		499.390667		313776.409934
1		4.70615		6500.0		N1900.2		-10.8770		20.3410		-10.0000		2.047660		0.018901		4.706150		509.832917		6000.0		1.000000		509.832917		320337.469112
1		4.51631		6500.0		N1900.3		-9.0250		21.2140		-10.0000		2.047445		0.018899		4.516310		489.266917		6000.0		1.000000		489.266917		307415.470209
1		4.68194		6500.0		N1900.4		-7.1030		21.9220		-10.0000		2.048255		0.018907		4.681940		507.210167		6000.0		1.000000		507.210167		318689.546685
1		4.55425		6500.0		N1900.5		-5.1260		22.4580		-10.0000		2.048371		0.018908		4.554250		493.377083		6000.0		1.000000		493.377083		309997.964090
1		4.65117		6500.0		N1900.6		-3.1110		22.8180		-10.0000		2.046906		0.018895		4.651170		503.876750		6000.0		1.000000		503.876750		316595.099223
1		4.64772		6500.0		N1900.7		-1.0710		23.0000		-10.0000		2.048103		0.018906		4.647720		503.503000		6000.0		1.000000		503.503000		316360.265172
1		4.20015		6500.0		N1900.8		0.9770		23.0010		-10.0000		2.048000		0.018905		4.200150		455.016250		6000.0		1.000000		455.016250		285895.141653
1		4.35463		6500.0		N1900.9		3.0170		22.8230		-10.0000		2.047751		0.018902		4.354630		471.751583		6000.0		1.000000		471.751583		296410.261704
1		4.6577		6500.0		N1900.10		5.0330		22.4670		-10.0000		2.047191		0.018897		4.657700		504.584167		6000.0		1.000000		504.584167		317039.582224
1		4.66939		6500.0		N1900.11		7.0110		21.9340		-10.0000		2.048554		0.018910		4.669390		505.850583		6000.0		1.000000		505.850583		317835.295283
1		4.67357		6500.0		N1900.12		8.9340		21.2300		-10.0000		2.047815		0.018903		4.673570		506.303417		6000.0		1.000000		506.303417		318119.818857
1		4.55048		6500.0		N1900.13		10.7870		20.3590		-10.0000		2.047498		0.018900		4.550480		492.968667		6000.0		1.000000		492.968667		309741.348330
1		4.74784		6500.0		N1900.14		12.5570		19.3290		-10.0000		2.047877		0.018903		4.747840		514.349333		6000.0		1.000000		514.349333		323175.217396
1		4.72886		6500.0		N1900.15		14.2300		18.1480		-10.0000		2.047850		0.018903		4.728860		512.293167		6000.0		1.000000		512.293167		321883.289777
1		4.68599		6500.0		N1900.16		15.7920		16.8240		-10.0000		2.047638		0.018901		4.685990		507.648917		6000.0		1.000000		507.648917		318965.221441
1		4.27539		6500.0		N1900.17		17.2320		15.3680		-10.0000		2.047812		0.018903		4.275390		463.167250		6000.0		1.000000		463.167250		291016.565997
1		4.71806		6500.0		N1910.1		18.5510		13.7400		-10.0000		2.095267		0.019341		4.718060		511.123167		6000.0		1.000000		511.123167		321148.157096
1		4.65847		6500.0		N1910.2		19.7160		11.9990		-10.0000		2.094828		0.019337		4.658470		504.667583		6000.0		1.000000		504.667583		317091.994461
1		4.62009		6500.0		N1910.3		20.7200		10.1600		-10.0000		2.095218		0.019340		4.620090		500.509750		6000.0		1.000000		500.509750		314479.550730
1		4.71777		6500.0		N1910.4		21.5520		8.2370		-10.0000		2.095269		0.019341		4.717770		511.091750		6000.0		1.000000		511.091750		321128.417422
1		4.57273		6500.0		N1910.5		22.2060		6.2460		-10.0000		2.095661		0.019345		4.572730		495.379083		6000.0		1.000000		495.379083		311255.857788
1		4.7204		6500.0		N1910.6		22.6780		4.2050		-10.0000		2.094866		0.019337		4.720400		511.376667		6000.0		1.000000		511.376667		321307.435843
1		4.60566		6500.0		N1910.7		22.9620		2.1290		-10.0000		2.095336		0.019342		4.605660		498.946500		6000.0		1.000000		498.946500		313497.331787
1		4.50897		6500.0		N1910.8		23.0570		0.0360		-10.0000		2.095155		0.019340		4.508970		488.471750		6000.0		1.000000		488.471750		306915.852257
1		4.44076		6500.0		N1920.1		22.9620		-2.0550		-10.0000		2.093157		0.019321		4.440760		481.082333		6000.0		1.000000		481.082333		302272.944834
1		4.60887		6500.0		N1920.2		22.6780		-4.1290		-10.0000		2.093354		0.019323		4.608870		499.294250		6000.0		1.000000		499.294250		313715.829556
1		4.60868		6500.0		N1920.3		22.2080		-6.1690		-10.0000		2.093442		0.019324		4.608680		499.273667		6000.0		1.000000		499.273667		313702.896666
1		4.55209		6500.0		N1920.4		21.5540		-8.1580		-10.0000		2.093761		0.019327		4.552090		493.143083		6000.0		1.000000		493.143083		309850.937554
1		4.57718		6500.0		N1920.5		20.7230		-10.0790		-10.0000		2.093037		0.019320		4.577180		495.861167		6000.0		1.000000		495.861167		311558.759680
1		4.64341		6500.0		N1920.6		19.7220		-11.9170		-10.0000		2.092903		0.019319		4.643410		503.036083		6000.0		1.000000		503.036083		316066.892778
1		4.66444		6500.0		N1920.7		18.5580		-13.6580		-10.0000		2.094272		0.019332		4.664440		505.314333		6000.0		1.000000		505.314333		317498.359471
1		4.69597		6500.0		N1920.8		17.2420		-15.2850		-10.0000		2.092602		0.019316		4.695970		508.730083		6000.0		1.000000		508.730083		319644.538492
1		4.45738		6500.0		N1920.9		15.7830		-16.7870		-10.0000		2.093964		0.019329		4.457380		482.882833		6000.0		1.000000		482.882833		303404.232349
1		4.6199		6500.0		N1920.10		14.1940		-18.1500		-10.0000		2.093488		0.019325		4.619900		500.489167		6000.0		1.000000		500.489167		314466.617840
1		4.64324		6500.0		N1920.11		12.4890		-19.3640		-10.0000		2.093041		0.019320		4.643240		503.017667		6000.0		1.000000		503.017667		316055.321245
1		4.62296		6500.0		N1920.12		10.6800		-20.4180		-10.0000		2.093656		0.019326		4.622960		500.820667		6000.0		1.000000		500.820667		314674.905433
1		4.56451		6500.0		N1920.13		8.7840		-21.3040		-10.0000		2.092800		0.019318		4.564510		494.488583		6000.0		1.000000		494.488583		310696.340137
1		4.59307		6500.0		N1920.14		6.8150		-22.0150		-10.0000		2.093438		0.019324		4.593070		497.582583		6000.0		1.000000		497.582583		312640.357671
1		1.00898		6500.0		N1920.15		4.7900		-22.5450		-10.0000		2.093209		0.019322		1.008980		109.306167		6000.0		1.000000		109.306167		68679.090038
1		0.345219		6500.0		N1920.16		2.7250		-22.8890		-10.0000		2.093457		0.019324		0.345219		37.398725		6000.0		1.000000		37.398725		23498.311943
1		0.044703		6500.0		N1920.17		0.6370		-23.0450		-10.0000		2.093819		0.019328		0.044703		4.842825		6000.0		1.000000		4.842825		3042.836689
1		7.82283		6500.0		N1930		0.4919		-18.0467		-10.0000		5.000406		0.062505		0.000000		0.000000		6000.0		0.000000		0.000000		0.000000
1		3.99189		6500.0		N1940.1		-1.1840		-18.0180		-10.0000		1.676146		0.015472		3.991890		432.454750		6000.0		1.000000		432.454750		271719.333122
1		4.5367		6500.0		N1940.2		-2.8510		-17.8340		-10.0000		1.677124		0.015481		4.536700		491.475833		6000.0		1.000000		491.475833		308803.373483
1		4.48525		6500.0		N1940.3		-4.4930		-17.4960		-10.0000		1.676427		0.015475		4.485250		485.902083		6000.0		1.000000		485.902083		305301.283073
1		4.55424		6500.0		N1940.4		-6.0970		-17.0080		-10.0000		1.676592		0.015476		4.554240		493.376000		6000.0		1.000000		493.376000		309997.283412
1		4.58154		6500.0		N1940.5		-7.6490		-16.3730		-10.0000		1.676881		0.015479		4.581540		496.333500		6000.0		1.000000		496.333500		311855.535466
1		4.60151		6500.0		N1940.6		-9.1360		-15.5980		-10.0000		1.676840		0.015479		4.601510		498.496917		6000.0		1.000000		498.496917		313214.850247
1		4.60574		6500.0		N1940.7		-10.5440		-14.6880		-10.0000		1.676474		0.015475		4.605740		498.955167		6000.0		1.000000		498.955167		313502.777214
1		4.61847		6500.0		N1940.8		-11.8620		-13.6510		-10.0000		1.677049		0.015480		4.618470		500.334250		6000.0		1.000000		500.334250		314369.280828
1		4.59758		6500.0		N1940.9		-13.0780		-12.4980		-10.0000		1.675728		0.015468		4.597580		498.071167		6000.0		1.000000		498.071167		312947.343633
1		4.42989		6500.0		N1940.10		-14.1830		-11.2360		-10.0000		1.677399		0.015484		4.429890		479.904750		6000.0		1.000000		479.904750		301533.047405
1		4.43788		6500.0		N1950.1		-15.1470		-9.8740		-10.0000		1.668634		0.015403		4.437880		480.770333		6000.0		1.000000		480.770333		302076.909453
1		4.63507		6500.0		N1950.2		-15.9820		-8.4290		-10.0000		1.668907		0.015405		4.635070		502.132583		6000.0		1.000000		502.132583		315499.206986
1		4.44005		6500.0		N1950.3		-16.6820		-6.9140		-10.0000		1.668899		0.015405		4.440050		481.005417		6000.0		1.000000		481.005417		302224.616667
1		4.62335		6500.0		N1950.4		-17.2410		-5.3410		-10.0000		1.669374		0.015410		4.623350		500.862917		6000.0		1.000000		500.862917		314701.451891
1		4.4236		6500.0		N1950.5		-17.6530		-3.7240		-10.0000		1.668662		0.015403		4.423600		479.223333		6000.0		1.000000		479.223333		301104.900686
1		4.65617		6500.0		N1950.6		-17.9170		-2.0760		-10.0000		1.669012		0.015406		4.656170		504.418417		6000.0		1.000000		504.418417		316935.438427
1		4.1907		6500.0		N1950.7		-18.0280		-0.4110		-10.0000		1.668696		0.015403		4.190700		453.992500		6000.0		1.000000		453.992500		285251.900557
1		4.02414		6500.0		N1950.8		-17.9870		1.2570		-10.0000		1.668504		0.015402		4.024140		435.948500		6000.0		1.000000		435.948500		273914.520989
1		4.55339		6500.0		N1950.9		-17.7940		2.9150		-10.0000		1.669195		0.015408		4.553390		493.283917		6000.0		1.000000		493.283917		309939.425747
1		4.55832		6500.0		N1950.10		-17.4500		4.5480		-10.0000		1.668839		0.015405		4.558320		493.818000		6000.0		1.000000		493.818000		310275.000202
1		4.49983		6500.0		N1950.11		-16.9590		6.1430		-10.0000		1.668864		0.015405		4.499830		487.481583		6000.0		1.000000		487.481583		306293.712192
1		4.5541		6500.0		N1950.12		-16.3230		7.6860		-10.0000		1.668935		0.015406		4.554100		493.360833		6000.0		1.000000		493.360833		309987.753914
1		4.37446		6500.0		N1950.13		-15.5500		9.1650		-10.0000		1.668823		0.015405		4.374460		473.899833		6000.0		1.000000		473.899833		297760.046987
1		4.38354		6500.0		N1950.14		-14.6450		10.5670		-10.0000		1.668721		0.015404		4.383540		474.883500		6000.0		1.000000		474.883500		298378.102982
1		4.46227		6500.0		N1950.15		-13.6150		11.8800		-10.0000		1.668793		0.015404		4.462270		483.412583		6000.0		1.000000		483.412583		303737.084091
1		4.22842		6500.0		N1950.16		-12.4700		13.0940		-10.0000		1.668778		0.015404		4.228420		458.078833		6000.0		1.000000		458.078833		287819.419513
1		4.44709		6500.0		N1950.17		-11.2180		14.1980		-10.0000		1.669227		0.015408		4.447090		481.768083		6000.0		1.000000		481.768083		302703.814267
1		4.51218		6500.0		N1960.1		-9.9080		15.1230		-10.0000		1.603660		0.014803		4.512180		488.819500		6000.0		1.000000		488.819500		307134.350026
1		4.55902		6500.0		N1960.2		-8.5210		15.9300		-10.0000		1.604686		0.014812		4.559020		493.893833		6000.0		1.000000		493.893833		310322.647691
1		4.61494		6500.0		N1960.3		-7.0690		16.6130		-10.0000		1.604616		0.014812		4.614940		499.951833		6000.0		1.000000		499.951833		314129.001350
1		4.52678		6500.0		N1960.4		-5.5620		17.1650		-10.0000		1.604915		0.014815		4.526780		490.401167		6000.0		1.000000		490.401167		308128.140502
1		4.55607		6500.0		N1960.5		-4.0130		17.5830		-10.0000		1.604408		0.014810		4.556070		493.574250		6000.0		1.000000		493.574250		310121.847560
1		4.41038		6500.0		N1960.6		-2.4340		17.8640		-10.0000		1.603809		0.014804		4.410380		477.791167		6000.0		1.000000		477.791167		300205.043830
1		4.35085		6500.0		N1960.7		-0.8350		18.0050		-10.0000		1.605205		0.014817		4.350850		471.342083		6000.0		1.000000		471.342083		296152.965266
1		3.90019		6500.0		N1960.8		0.7690		18.0060		-10.0000		1.604000		0.014806		3.900190		422.520583		6000.0		1.000000		422.520583		265477.512118
1		4.55032		6500.0		N1960.9		2.3680		17.8660		-10.0000		1.605117		0.014816		4.550320		492.951333		6000.0		1.000000		492.951333		309730.457475
1		4.46866		6500.0		N1960.10		3.9470		17.5860		-10.0000		1.603634		0.014803		4.468660		484.104833		6000.0		1.000000		484.104833		304172.037593
1		4.41165		6500.0		N1960.11		5.4970		17.1690		-10.0000		1.605113		0.014816		4.411650		477.928750		6000.0		1.000000		477.928750		300291.489988
1		4.57108		6500.0		N1960.12		7.0040		16.6170		-10.0000		1.604915		0.014815		4.571080		495.200333		6000.0		1.000000		495.200333		311143.545851
1		4.62692		6500.0		N1960.13		8.4560		15.9360		-10.0000		1.603766		0.014804		4.626920		501.249667		6000.0		1.000000		501.249667		314944.454083
1		4.48677		6500.0		N1960.14		9.8430		15.1300		-10.0000		1.604184		0.014808		4.486770		486.066750		6000.0		1.000000		486.066750		305404.746191
1		4.45395		6500.0		N1960.15		11.1550		14.2050		-10.0000		1.605294		0.014818		4.453950		482.511250		6000.0		1.000000		482.511250		303170.759655
1		4.40329		6500.0		N1960.16		12.3800		13.1690		-10.0000		1.604344		0.014809		4.403290		477.023083		6000.0		1.000000		477.023083		299722.442839
1		4.26448		6500.0		N1960.17		13.5100		12.0300		-10.0000		1.604438		0.014810		4.264480		461.985333		6000.0		1.000000		461.985333		290273.945853
1		4.42479		6500.0		N1970.1		14.5400		10.7550		-10.0000		1.639062		0.015130		4.424790		479.352250		6000.0		1.000000		479.352250		301185.901416
1		4.49242		6500.0		N1970.2		15.4500		9.3910		-10.0000		1.639694		0.015136		4.492420		486.678833		6000.0		1.000000		486.678833		305789.329492
1		4.47917		6500.0		N1970.3		16.2340		7.9510		-10.0000		1.639590		0.015135		4.479170		485.243417		6000.0		1.000000		485.243417		304887.430601
1		4.55774		6500.0		N1970.4		16.8840		6.4450		-10.0000		1.640285		0.015141		4.557740		493.755167		6000.0		1.000000		493.755167		310235.520854
1		4.57636		6500.0		N1970.5		17.3940		4.8880		-10.0000		1.638398		0.015124		4.576360		495.772333		6000.0		1.000000		495.772333		311502.944051
1		4.43132		6500.0		N1970.6		17.7620		3.2900		-10.0000		1.639826		0.015137		4.431320		480.059667		6000.0		1.000000		480.059667		301630.384417
1		4.43096		6500.0		N1970.7		17.9840		1.6650		-10.0000		1.640094		0.015139		4.430960		480.020667		6000.0		1.000000		480.020667		301605.879994
1		4.42875		6500.0		N1970.8		18.0570		0.0270		-10.0000		1.639626		0.015135		4.428750		479.781250		6000.0		1.000000		479.781250		301455.450066
1		4.40143		6500.0		N1970.9		17.9820		-1.6110		-10.0000		1.639716		0.015136		4.401430		476.821583		6000.0		1.000000		476.821583		299595.836655
1		4.39429		6500.0		N1970.10		17.7590		-3.2350		-10.0000		1.639239		0.015131		4.394290		476.048083		6000.0		1.000000		476.048083		299109.832271
1		4.52066		6500.0		N1970.11		17.3900		-4.8320		-10.0000		1.639076		0.015130		4.520660		489.738167		6000.0		1.000000		489.738167		307711.565317
1		4.54531		6500.0		N1970.12		16.8770		-6.3900		-10.0000		1.640284		0.015141		4.545310		492.408583		6000.0		1.000000		492.408583		309389.437593
1		4.50372		6500.0		N1970.13		16.2260		-7.8940		-10.0000		1.638846		0.015128		4.503720		487.903000		6000.0		1.000000		487.903000		306558.496093
1		4.59584		6500.0		N1970.14		15.4410		-9.3340		-10.0000		1.640069		0.015139		4.595840		497.882667		6000.0		1.000000		497.882667		312828.905590
1		4.49898		6500.0		N1970.15		14.5290		-10.6970		-10.0000		1.639973		0.015138		4.498980		487.389500		6000.0		1.000000		487.389500		306235.854527
1		4.50774		6500.0		N1970.16		13.4980		-11.9710		-10.0000		1.638913		0.015128		4.507740		488.338500		6000.0		1.000000		488.338500		306832.128813
1		4.23617		6500.0		N1970.17		12.3550		-13.1470		-10.0000		1.639947		0.015138		4.236170		458.918417		6000.0		1.000000		458.918417		288346.945279
1		4.58665		6500.0		N1970.18		11.1110		-14.2140		-10.0000		1.638910		0.015128		4.586650		496.887083		6000.0		1.000000		496.887083		312203.362133
1		4.50281		6500.0		N1970.19		9.7750		-15.1650		-10.0000		1.639908		0.015138		4.502810		487.804417		6000.0		1.000000		487.804417		306496.554358
1		4.55836		6500.0		N1970.20		8.3580		-15.9900		-10.0000		1.639669		0.015135		4.558360		493.822333		6000.0		1.000000		493.822333		310277.722916
1		3.84049		6500.0		N1970.21		6.8730		-16.6840		-10.0000		1.639165		0.015131		3.840490		416.053083		6000.0		1.000000		416.053083		261413.862021
1		1.26221		6500.0		N1970.22		5.3300		-17.2410		-10.0000		1.640457		0.015143		1.262210		136.739417		6000.0		1.000000		136.739417		85915.909371
1		0.353233		6500.0		N1970.23		3.7440		-17.6550		-10.0000		1.639144		0.015131		0.353233		38.266908		6000.0		1.000000		38.266908		24043.807619
0.999996		0.246495		6500.0		N1970.24		2.1270		-17.9250		-10.0000		1.639387		0.015133		0.246494		26.703518		6000.0		1.000000		26.703518		16778.315311
0		0		6500.0		N1970.25		0.4920		-18.0470		-10.0000		1.639545		0.015134		0.000000		0.000000		6000.0		1.000000		0.000000		0.000000
1		7.38874		6500.0		N1980		0.3467		-13.0488		-10.0000		5.000312		0.062504		0.000000		0.000000		6000.0		0.000000		0.000000		0.000000
1		3.98174		6500.0		N1990.1		-0.8660		-13.0280		-10.0000		1.212878		0.011196		3.981740		431.355167		6000.0		1.000000		431.355167		271028.444538
1		4.0387		6500.0		N1990.2		-2.0720		-12.8950		-10.0000		1.213312		0.011200		4.038700		437.525833		6000.0		1.000000		437.525833		274905.588751
1		4.26136		6500.0		N1990.3		-3.2610		-12.6500		-10.0000		1.213979		0.011206		4.261360		461.647333		6000.0		1.000000		461.647333		290061.574190
1		4.29246		6500.0		N1990.4		-4.4210		-12.2970		-10.0000		1.212522		0.011193		4.292460		465.016500		6000.0		1.000000		465.016500		292178.484040
1		4.36604		6500.0		N1990.5		-5.5440		-11.8380		-10.0000		1.213182		0.011199		4.366040		472.987667		6000.0		1.000000		472.987667		297186.915768
1		4.23127		6500.0		N1990.6		-6.6200		-11.2770		-10.0000		1.213465		0.011201		4.231270		458.387583		6000.0		1.000000		458.387583		288013.412859
